year,country,countryJP,amount,value
2023,Belgium,ベルギー,73823,768256
2023,France,フランス,35071,341048
2023,Germany,ドイツ,62488,635540
2023,Switzerland,スイス,4760,54427
2023,Portugal,ポルトガル,725,6582
2023,Spain,スペイン,11348,122590
2023,Italy,イタリア,52978,504578
2023,Malta,マルタ,96,1020
2023,Poland,ポーランド,5015,51756
2023,Russia,ロシア,5046,55601
2023,Hungary,ハンガリー,669,5230
2023,Greece,ギリシャ,8206,79782
2023,Romania,ルーマニア,47,491
2023,Czech Republic,チェコ,180,2380
2023,Canada,カナダ,69324,683345
2023,USA,アメリカ合衆国,714237,6466975
2023,Mexico,メキシコ,12934,134281
2023,Australia,オーストラリア,41186,407862
2023,Taiwan,台湾,810118,4100300
2023,Hong Kong,香港,188026,941283
2023,Vietnam,ベトナム,11992,74494
2023,Thailand,タイ,29163,162477
2023,Singapore,シンガポール,81864,381192
2023,Malaysia,マレーシア,98703,518925
2023,Philippines,フィリピン,2259,13606
2023,Indonesia,インドネシア,10807,63818
2023,Macau,マカオ,1560,10072
2023,Saudi Arabia,サウジアラビア,1375,13408
2023,UAE,アラブ首長国連邦,706,5308
2023,British,英国,5952,37414
2023,Ireland,アイルランド,74,566
2023,Netherlands,オランダ,11275,79798
2023,Belgium,ベルギー,28155,155606
2023,France,フランス,1175,5920
2023,Germany,ドイツ,8908,57183
2023,Switzerland,スイス,338,2562
2023,Portugal,ポルトガル,414,1674
2023,Spain,スペイン,1457,8619
2023,Italy,イタリア,14124,89087
2023,Poland,ポーランド,82,532
2023,Russia,ロシア,2414,15764
2023,Hungary,ハンガリー,1882,9797
2023,Greece,ギリシャ,472,2736
2023,Czech Republic,チェコ,254,2496
2023,Canada,カナダ,14768,74478
2023,USA,アメリカ合衆国,97959,493977
2023,Mexico,メキシコ,4901,34670
2023,Australia,オーストラリア,32615,213704
2023,new zealand,ニュージーランド,46,247
2023,Taiwan,台湾,334373,1645853
2023,Hong Kong,香港,63957,291771
2023,Vietnam,ベトナム,1529,7220
2023,Thailand,タイ,9167,33058
2023,Singapore,シンガポール,58845,229826
2023,Malaysia,マレーシア,52019,248515
2023,Philippines,フィリピン,3008,10056
2023,Indonesia,インドネシア,5053,25811
2023,Macau,マカオ,1191,4126
2023,Saudi Arabia,サウジアラビア,668,6501
2023,UAE,アラブ首長国連邦,164,1292
2023,British,英国,3798,20050
2023,Netherlands,オランダ,3465,19432
2023,Belgium,ベルギー,1889,17402
2023,France,フランス,221,762
2023,Germany,ドイツ,2020,12687
2023,Portugal,ポルトガル,210,851
2023,Spain,スペイン,69,447
2023,Italy,イタリア,1656,7543
2023,Poland,ポーランド,31,220
2023,Russia,ロシア,122,829
2023,Hungary,ハンガリー,320,1496
2023,Greece,ギリシャ,324,1732
2023,Canada,カナダ,4083,22196
2023,USA,アメリカ合衆国,45585,203899
2023,Mexico,メキシコ,439,2927
2023,Australia,オーストラリア,7122,46028
2023,Taiwan,台湾,34326,171374
2023,Hong Kong,香港,6886,31085
2023,Vietnam,ベトナム,542,3068
2023,Thailand,タイ,811,4276
2023,Singapore,シンガポール,21529,55542
2023,Malaysia,マレーシア,9953,46728
2023,Indonesia,インドネシア,348,1806
2023,Macau,マカオ,140,928
2023,Saudi Arabia,サウジアラビア,188,1827
2023,British,英国,376,1576
2023,France,フランス,139,334
2023,Germany,ドイツ,131,695
2023,Italy,イタリア,185,818
2023,USA,アメリカ合衆国,8081,33359
2023,Australia,オーストラリア,150,1224
2023,Vietnam,ベトナム,382,1427
2023,Malaysia,マレーシア,1019,1631
2023,Macau,マカオ,154,972
2023,UAE,アラブ首長国連邦,1096,7218
2023,Taiwan,台湾,54823,450434
2023,Mongolia,モンゴル,436,3703
2023,Hong Kong,香港,287125,2182068
2023,Vietnam,ベトナム,74110,669535
2023,Thailand,タイ,211638,1645799
2023,Singapore,シンガポール,71305,527653
2023,Malaysia,マレーシア,9858,82264
2023,Philippines,フィリピン,26953,254230
2023,Indonesia,インドネシア,5138,38500
2023,Cambodia,カンボジア,964291,7798647
2023,Laos,ラオス,6992,53878
2023,Myanmar,ミャンマー,752,7100
2023,Maldives,モルディブ,837,6164
2023,Macau,マカオ,77664,622894
2023,Barrane,バーレーン,254,5382
2023,Saudi Arabia,サウジアラビア,6598,160822
2023,Qatar,カタール,3813,69213
2023,UAE,アラブ首長国連邦,50546,549553
2023,Kazakhstan,カザフスタン,248,3465
2023,Tajikistan,タジキスタン,217527,1606908
2023,British,英国,3324,37142
2023,Netherlands,オランダ,8081,82435
2023,France,フランス,471,5775
2023,Germany,ドイツ,5362,58206
2023,Russia,ロシア,865,10392
2023,Canada,カナダ,1891,19583
2023,USA,アメリカ合衆国,198150,1797006
2023,Mexico,メキシコ,9589,107283
2023,Brazil,ブラジル,2501,25755
2023,Australia,オーストラリア,2242,15633
2023,new zealand,ニュージーランド,6266,53816
2023,Guam (rice),グアム（米）,875,6689
2023,Marshall,マーシャル,50,530
2023,Taiwan,台湾,58005,282875
2023,Mongolia,モンゴル,222,1252
2023,Hong Kong,香港,502609,2292778
2023,Vietnam,ベトナム,17336,80392
2023,Thailand,タイ,144032,688094
2023,Singapore,シンガポール,88662,424551
2023,Malaysia,マレーシア,51246,227423
2023,Philippines,フィリピン,7935,47408
2023,Indonesia,インドネシア,12137,64888
2023,Cambodia,カンボジア,122642,591805
2023,Macau,マカオ,15007,77658
2023,Barrane,バーレーン,376,4928
2023,Saudi Arabia,サウジアラビア,11137,116556
2023,Qatar,カタール,84,689
2023,UAE,アラブ首長国連邦,45972,201596
2023,Tajikistan,タジキスタン,9945,48155
2023,Denmark,デンマーク,43,467
2023,British,英国,37,411
2023,Netherlands,オランダ,1429,10575
2023,France,フランス,1507,18378
2023,Germany,ドイツ,1908,10075
2023,Russia,ロシア,1048,10353
2023,Canada,カナダ,1457,8162
2023,USA,アメリカ合衆国,91447,414067
2023,Mexico,メキシコ,575,3488
2023,Brazil,ブラジル,53,333
2023,Australia,オーストラリア,3670,14829
2023,new zealand,ニュージーランド,1119,6643
2023,Guam (rice),グアム（米）,1493,6270
2023,Taiwan,台湾,61711,238278
2023,Mongolia,モンゴル,71,357
2023,Hong Kong,香港,218986,851908
2023,Vietnam,ベトナム,18437,89699
2023,Thailand,タイ,81530,337951
2023,Singapore,シンガポール,38818,146365
2023,Malaysia,マレーシア,40217,153297
2023,Philippines,フィリピン,4437,20473
2023,Indonesia,インドネシア,4540,23519
2023,Cambodia,カンボジア,54427,245242
2023,Macau,マカオ,31480,154220
2023,Barrane,バーレーン,229,2994
2023,Saudi Arabia,サウジアラビア,5707,59550
2023,UAE,アラブ首長国連邦,11947,45587
2023,Tajikistan,タジキスタン,14560,61659
2023,British,英国,132,706
2023,Netherlands,オランダ,899,8486
2023,France,フランス,958,11813
2023,Germany,ドイツ,194,734
2023,Russia,ロシア,517,5428
2023,Canada,カナダ,612,3027
2023,USA,アメリカ合衆国,42943,138363
2023,Mexico,メキシコ,156,565
2023,Brazil,ブラジル,261,1543
2023,Australia,オーストラリア,2612,11381
2023,new zealand,ニュージーランド,724,2367
2023,Guam (rice),グアム（米）,796,3120
2023,Taiwan,台湾,19674,60444
2023,Hong Kong,香港,44125,139966
2023,Vietnam,ベトナム,2454,13726
2023,Thailand,タイ,9817,35305
2023,Singapore,シンガポール,2035,6352
2023,Malaysia,マレーシア,13938,40695
2023,Philippines,フィリピン,1109,2985
2023,Indonesia,インドネシア,701,3463
2023,Cambodia,カンボジア,83,643
2023,Macau,マカオ,410,1052
2023,Barrane,バーレーン,54,704
2023,Saudi Arabia,サウジアラビア,1500,15756
2023,UAE,アラブ首長国連邦,2733,10263
2023,British,英国,430,2024
2023,Netherlands,オランダ,904,5416
2023,France,フランス,186,2291
2023,Russia,ロシア,98,1065
2023,USA,アメリカ合衆国,4410,17589
2023,Mexico,メキシコ,425,2919
2023,Brazil,ブラジル,109,1264
2023,Australia,オーストラリア,456,1864
2023,new zealand,ニュージーランド,256,2351
2023,Guam (rice),グアム（米）,135,501
2024,Taiwan,台湾,880,5296
2024,USA,アメリカ合衆国,2285,20205
2024,Taiwan,台湾,325948,2249197
2024,Hong Kong,香港,121443,999316
2024,Vietnam,ベトナム,7546,90241
2024,Thailand,タイ,9931,85040
2024,Singapore,シンガポール,145781,1201412
2024,Malaysia,マレーシア,27258,188292
2024,Philippines,フィリピン,11765,106123
2024,Indonesia,インドネシア,3847,30952
2024,Cambodia,カンボジア,807,6770
2024,Macau,マカオ,2246,30016
2024,Saudi Arabia,サウジアラビア,344,6320
2024,UAE,アラブ首長国連邦,656,9299
2024,Kazakhstan,カザフスタン,259,3738
2024,Denmark,デンマーク,548,6476
2024,British,英国,67289,688437
2024,Ireland,アイルランド,171,2162
2024,Netherlands,オランダ,114500,1204198
2024,Belgium,ベルギー,48335,468817
2024,France,フランス,26325,257026
2024,Germany,ドイツ,55098,541417
2024,Switzerland,スイス,3565,44043
2024,Portugal,ポルトガル,1214,11880
2024,Spain,スペイン,14059,143874
2024,Italy,イタリア,55197,520679
2024,Malta,マルタ,65,794
2024,Poland,ポーランド,3953,41567
2024,Russia,ロシア,5497,63282
2024,Hungary,ハンガリー,1278,14020
2024,Greece,ギリシャ,7117,69604
2024,Czech Republic,チェコ,130,1782
2024,Canada,カナダ,48735,446183
2024,USA,アメリカ合衆国,445495,3985597
2024,Mexico,メキシコ,7989,84247
2024,Australia,オーストラリア,24805,246176
2024,Taiwan,台湾,561346,2803235
2024,Hong Kong,香港,123012,612808
2024,Vietnam,ベトナム,6997,42305
2024,Thailand,タイ,15515,81638
2024,Singapore,シンガポール,65680,301780
2024,Malaysia,マレーシア,73496,372224
2024,Philippines,フィリピン,1478,6754
2024,Indonesia,インドネシア,9627,61959
2024,Macau,マカオ,687,3017
2024,Georgia,ジョージア,59,762
2024,British,英国,7416,45607
2024,Ireland,アイルランド,104,735
2024,Netherlands,オランダ,10890,78787
2024,Belgium,ベルギー,2411,13406
2024,France,フランス,2658,11814
2024,Germany,ドイツ,18321,95822
2024,Switzerland,スイス,555,3133
2024,Portugal,ポルトガル,101,782
2024,Spain,スペイン,4041,22764
2024,Italy,イタリア,17556,109372
2024,Poland,ポーランド,353,2236
2024,Russia,ロシア,1129,6928
2024,Hungary,ハンガリー,786,4630
2024,Greece,ギリシャ,98,576
2024,Czech Republic,チェコ,177,1923
2024,Canada,カナダ,10550,48021
2024,USA,アメリカ合衆国,116983,547026
2024,Mexico,メキシコ,3686,25181
2024,Australia,オーストラリア,17742,115370
2024,Taiwan,台湾,210423,1023295
2024,Mongolia,モンゴル,43,275
2024,Hong Kong,香港,31787,152346
2024,Vietnam,ベトナム,1238,6857
2024,Thailand,タイ,5855,22145
2024,Singapore,シンガポール,39125,159133
2024,Malaysia,マレーシア,39804,190212
2024,Philippines,フィリピン,3350,10368
2024,Indonesia,インドネシア,2709,14997
2024,Macau,マカオ,757,1830
2024,British,英国,4109,23869
2024,Netherlands,オランダ,3020,16915
2024,Belgium,ベルギー,426,2339
2024,France,フランス,429,1958
2024,Germany,ドイツ,3430,23011
2024,Switzerland,スイス,330,1861
2024,Spain,スペイン,910,4110
2024,Italy,イタリア,1108,4133
2024,Poland,ポーランド,244,1084
2024,Russia,ロシア,122,764
2024,Greece,ギリシャ,159,911
2024,Canada,カナダ,1818,8486
2024,USA,アメリカ合衆国,57146,253694
2024,Mexico,メキシコ,270,1674
2024,Australia,オーストラリア,3538,21826
2024,Taiwan,台湾,16146,77632
2024,Hong Kong,香港,6176,24380
2024,Vietnam,ベトナム,364,1783
2024,Thailand,タイ,268,1612
2024,Singapore,シンガポール,11748,34114
2024,Malaysia,マレーシア,8527,39869
2024,Indonesia,インドネシア,345,1619
2024,Macau,マカオ,42,344
2024,Georgia,ジョージア,56,827
2024,British,英国,69,431
2024,Spain,スペイン,47,214
2024,Italy,イタリア,82,473
2024,Poland,ポーランド,75,384
2024,Canada,カナダ,251,1095
2024,USA,アメリカ合衆国,4004,14760
2024,Mexico,メキシコ,32,425
2024,Cambodia,カンボジア,350,2025
2024,UAE,アラブ首長国連邦,279,1355
2024,USA,アメリカ合衆国,106,953
2024,Taiwan,台湾,62303,443516
2024,Mongolia,モンゴル,170,1871
2024,Hong Kong,香港,151672,1131324
2024,Vietnam,ベトナム,114445,903461
2024,Thailand,タイ,168081,1234902
2024,Singapore,シンガポール,38221,296006
2024,Malaysia,マレーシア,9498,62930
2024,Philippines,フィリピン,21761,190927
2024,Indonesia,インドネシア,8019,58870
2024,Cambodia,カンボジア,437293,3434036
2024,Laos,ラオス,3061,17710
2024,Myanmar,ミャンマー,585,5311
2024,Maldives,モルディブ,838,7471
2024,Macau,マカオ,81108,676032
2024,Barrane,バーレーン,132,3951
2024,Saudi Arabia,サウジアラビア,3735,43487
2024,Qatar,カタール,966,17271
2024,UAE,アラブ首長国連邦,42427,337954
2024,Tajikistan,タジキスタン,4410,34337
2024,British,英国,2544,28245
2024,Netherlands,オランダ,17952,184674
2024,France,フランス,401,5041
2024,Germany,ドイツ,5368,54075
2024,Italy,イタリア,1140,12617
2024,Poland,ポーランド,870,7199
2024,Russia,ロシア,1700,20697
2024,Czech Republic,チェコ,122,1488
2024,Canada,カナダ,369,3500
2024,USA,アメリカ合衆国,66775,539194
2024,Mexico,メキシコ,6886,71278
2024,Brazil,ブラジル,3846,37677
2024,Ethiopia,エチオピア,32,273
2024,Australia,オーストラリア,1839,19037
2024,Papua New Guinea,パプアニューギニア,159,1046
2024,new zealand,ニュージーランド,4586,36660
2024,Guam (rice),グアム（米）,6088,50225
2024,Marshall,マーシャル,50,526
2024,Taiwan,台湾,124389,564426
2024,Hong Kong,香港,335870,1496213
2024,Vietnam,ベトナム,23611,110314
2024,Thailand,タイ,231103,1077101
2024,Singapore,シンガポール,38996,188608
2024,Malaysia,マレーシア,53584,239360
2024,Philippines,フィリピン,9391,45590
2024,Indonesia,インドネシア,22999,120167
2024,Cambodia,カンボジア,26804,152761
2024,Maldives,モルディブ,36,223
2024,Macau,マカオ,25471,121933
2024,Saudi Arabia,サウジアラビア,486,2909
2024,UAE,アラブ首長国連邦,34251,128350
2024,British,英国,786,7758
2024,Netherlands,オランダ,4922,36793
2024,France,フランス,1291,16115
2024,Germany,ドイツ,112,737
2024,Italy,イタリア,1771,13818
2024,Poland,ポーランド,322,1627
2024,Russia,ロシア,74,1204
2024,Canada,カナダ,297,1753
2024,USA,アメリカ合衆国,151188,641245
2024,Mexico,メキシコ,1481,10727
2024,Brazil,ブラジル,64,693
2024,Australia,オーストラリア,553,3400
2024,new zealand,ニュージーランド,666,3617
2024,Guam (rice),グアム（米）,4758,21667
2024,Taiwan,台湾,112542,466122
2024,Mongolia,モンゴル,3900,4139
2024,Hong Kong,香港,174073,690005
2024,Vietnam,ベトナム,24781,114299
2024,Thailand,タイ,87936,385765
2024,Singapore,シンガポール,12441,46721
2024,Malaysia,マレーシア,32355,135945
2024,Philippines,フィリピン,4925,20729
2024,Indonesia,インドネシア,8362,41207
2024,Cambodia,カンボジア,37270,172510
2024,Macau,マカオ,26971,127049
2024,Saudi Arabia,サウジアラビア,197,1043
2024,UAE,アラブ首長国連邦,22382,80285
2024,Netherlands,オランダ,2927,23094
2024,France,フランス,778,9739
2024,Germany,ドイツ,256,1656
2024,Italy,イタリア,480,3122
2024,Poland,ポーランド,85,377
2024,USA,アメリカ合衆国,102258,317667
2024,Mexico,メキシコ,86,400
2024,Australia,オーストラリア,422,2359
2024,new zealand,ニュージーランド,562,1851
2024,Guam (rice),グアム（米）,4063,22192
2024,Taiwan,台湾,21181,83246
2024,Hong Kong,香港,51680,123504
2024,Vietnam,ベトナム,296,1580
2024,Thailand,タイ,14740,39037
2024,Singapore,シンガポール,2207,11234
2024,Malaysia,マレーシア,21142,45977
2024,Philippines,フィリピン,827,4742
2024,Indonesia,インドネシア,2483,12625
2024,Macau,マカオ,2437,11853
2024,UAE,アラブ首長国連邦,4863,17615
2024,Netherlands,オランダ,2359,14639
2024,France,フランス,183,2312
2024,Russia,ロシア,81,1330
2024,Czech Republic,チェコ,119,1242
2024,Canada,カナダ,54,533
2024,USA,アメリカ合衆国,741,3327
2024,Mexico,メキシコ,285,992
2024,Brazil,ブラジル,30,339
2024,Guam (rice),グアム（米）,384,1451
