date,exportedTo,weightKg
2014-04-18,Singapore,54.6
2014-04-18,Singapore,52
2014-04-18,Singapore,43.2
2014-04-16,Hong Kong,28.4
2014-04-16,Hong Kong,149.9
2014-04-16,Hong Kong,28.2
2014-04-16,Hong Kong,38.8
2014-04-16,Hong Kong,27.5
2014-04-16,Hong Kong,26.8
2014-04-16,Hong Kong,25.8
2014-04-16,Hong Kong,67.7
2014-04-16,Hong Kong,27.9
2014-04-16,Hong Kong,22.3
2014-04-16,Hong Kong,26.2
2014-04-16,Hong Kong,24
2014-04-16,Hong Kong,63.8
2014-04-16,Hong Kong,21.6
2014-04-16,Hong Kong,74.4
2014-04-16,Hong Kong,21.1
2014-04-16,Hong Kong,26
2014-04-16,Hong Kong,22
2014-04-16,Hong Kong,19.4
2014-04-16,Hong Kong,22.6
2014-04-16,Hong Kong,21.4
2014-04-16,Macau,46.3
2014-04-16,Macau,51
2014-04-16,Macau,45.4
2014-04-16,Macau,43.8
2014-04-16,USA,47.8
2014-04-16,USA,49.6
2014-04-16,USA,50.5
2014-04-16,USA,49.8
2014-04-16,USA,47.3
2014-04-16,USA,42.0
2014-04-16,USA,52.7
2014-04-16,Singapore,290.3
2014-04-15,USA,43.3
2014-04-04,Macau,47.1
2014-04-04,Macau,47.5
2014-04-04,Macau,49.1
2014-04-04,Macau,44.7
2014-03-26,Singapore,269.7
2014-03-20,Thailand,39.2
2014-03-20,Thailand,39.4
2014-03-20,Singapore,46.1
2014-03-20,Singapore,48
2014-03-20,Singapore,40.9
2014-03-20,Singapore,37.3
2014-03-20,Singapore,49.3
2014-03-19,Hong Kong,67.4
2014-03-19,Hong Kong,72.4
2014-03-19,Hong Kong,99.6
2014-03-19,Hong Kong,20
2014-03-19,Hong Kong,18.1
2014-03-19,Hong Kong,100.4
2014-03-19,Hong Kong,23
2014-03-19,Hong Kong,94.2
2014-03-19,Hong Kong,23.3
2014-03-19,Hong Kong,24.8
2014-03-19,Hong Kong,22.3
2014-03-19,Hong Kong,20.1
2014-03-19,Hong Kong,60.7
2014-03-19,USA,49.7
2014-03-19,USA,39.5
2014-03-19,USA,48.7
2014-03-19,USA,46.6
2014-03-19,USA,45.0
2014-03-19,USA,48.7
2014-03-19,USA,39.9
2014-03-19,USA,41.2
2014-03-19,Hong Kong,139.3
2014-03-19,Hong Kong,94.2
2014-03-19,Hong Kong,24.9
2014-03-19,Hong Kong,21.8
2014-03-19,Hong Kong,22.1
2014-03-19,Hong Kong,115.1
2014-03-19,Hong Kong,31.3
2014-03-19,Hong Kong,156.7
2014-03-19,Hong Kong,77.8
2014-03-19,Hong Kong,23.7
2014-03-19,Hong Kong,50.3
2014-03-19,Hong Kong,24.7
2014-03-19,Hong Kong,74
2014-03-19,Hong Kong,19.5
2014-03-19,Hong Kong,20.4
2014-03-19,Hong Kong,152.6
2014-03-19,Hong Kong,24
2014-03-07,Macau,51.6
2014-03-07,Macau,48.6
2014-03-07,Macau,52.8
2014-03-07,Macau,51.3
2014-03-07,Macau,44.7
2014-02-27,Singapore,57.5
2014-02-27,Singapore,50.7
2014-02-27,Singapore,52
2014-02-27,Singapore,50.4
2014-02-25,Hong Kong,116
2014-02-25,Hong Kong,112.4
2014-02-25,Hong Kong,76.7
2014-02-25,Hong Kong,250.4
2014-02-25,Hong Kong,118.2
2014-02-25,Hong Kong,69
2014-02-25,Hong Kong,71.7
2014-02-25,Hong Kong,74.9
2014-02-25,Hong Kong,63.7
2014-02-25,Hong Kong,67.7
2014-02-25,Hong Kong,134.1
2014-02-25,Hong Kong,66.5
2014-02-25,Hong Kong,85.3
2014-02-25,Hong Kong,23.3
2014-02-25,Hong Kong,66.6
2014-02-25,Hong Kong,24.2
2014-02-25,Hong Kong,69.7
2014-02-25,Hong Kong,22.1
2014-02-25,Hong Kong,61.8
2014-02-25,Hong Kong,71.8
2014-02-25,Hong Kong,72.2
2014-02-25,Hong Kong,70.1
2014-02-25,Hong Kong,27.5
2014-02-25,Hong Kong,73.6
2014-02-25,USA,49.3
2014-02-25,USA,46.0
2014-02-25,USA,48.9
2014-02-25,USA,42.4
2014-02-25,USA,46.6
2014-02-25,USA,56.3
2014-02-25,Singapore,48.3
2014-02-25,Singapore,267.9
2014-02-05,Singapore,53.1
2014-02-05,Singapore,46.9
2014-02-05,Singapore,54.2
2014-02-01,Thailand,33.9
2014-02-01,Thailand,33.3
2014-01-29,Hong Kong,57.6
2014-01-29,Hong Kong,107.6
2014-01-29,Hong Kong,144.3
2014-01-29,Hong Kong,151.8
2014-01-29,Hong Kong,94.8
2014-01-29,Hong Kong,99.1
2014-01-29,Hong Kong,100
2014-01-29,Hong Kong,31.7
2014-01-29,Hong Kong,48.1
2014-01-29,Hong Kong,61.6
2014-01-29,Hong Kong,25.3
2014-01-29,Hong Kong,63.7
2014-01-29,Hong Kong,52.4
2014-01-29,Hong Kong,57.5
2014-01-29,Hong Kong,55.9
2014-01-29,Hong Kong,62.1
2014-01-29,Hong Kong,22.5
2014-01-29,Hong Kong,53.6
2014-01-29,Hong Kong,60.7
2014-01-29,Hong Kong,111.4
2014-01-29,Hong Kong,70.4
2014-01-29,Hong Kong,159.4
2014-01-29,Hong Kong,129.1
2014-01-29,Hong Kong,27.2
2014-01-29,USA,44.9
2014-01-29,USA,45.9
2014-01-29,USA,53.2
2014-01-29,USA,45.2
2014-01-28,USA,10.1
2014-01-28,USA,45.9
2014-01-22,Macau,46.5
2014-01-22,Macau,42.2
2014-01-22,Macau,48.5
2014-01-22,Macau,50.7
2014-01-22,Macau,44.9
2014-01-22,Macau,49.6
2014-01-22,Macau,41.8
2014-01-22,Macau,55.5
2015-12-28,Singapore,15.8
2015-12-28,Singapore,16.9
2015-12-28,Singapore,99.2
2015-12-28,Singapore,104.3
2015-12-27,Monaco,68.2
2015-12-27,Monaco,51.4
2015-12-27,Monaco,21.9
2015-12-27,Monaco,67.7
2015-12-27,Monaco,31.0
2015-12-27,Monaco,31.9
2015-12-27,Germany,42.8
2015-12-27,Germany,46.9
2015-12-27,Germany,52.2
2015-12-26,Singapore,52.2
2015-12-26,Singapore,49.7
2015-12-26,Switzerland,49.0
2015-12-26,Switzerland,35.0
2015-12-26,Switzerland,36.7
2015-12-25,Thailand,47.8
2015-12-25,Singapore,39.6
2015-12-22,USA,44.6
2015-12-22,USA,47.0
2015-12-22,Hong Kong,58.6
2015-12-22,Hong Kong,54.4
2015-12-22,Hong Kong,124.0
2015-12-22,Hong Kong,133.7
2015-12-22,Hong Kong,120.6
2015-12-22,England,57.5
2015-12-22,England,50.7
2015-12-22,England,49.3
2015-12-22,England,165.3
2015-12-22,Hong Kong,287.6
2015-12-21,Macau,35.6
2015-12-17,Vietnam,149.8
2015-12-01,Singapore,45.7
2015-11-30,Canada,52.9
2015-11-29,Monaco,111.5
2015-11-29,Monaco,124.2
2015-11-29,Monaco,110.2
2015-11-29,Monaco,115.7
2015-11-29,Monaco,86.9
2015-11-29,Monaco,105.3
2015-11-29,Monaco,110.7
2015-11-29,Monaco,71.5
2015-11-29,Monaco,66.2
2015-11-29,Monaco,64.4
2015-11-29,Monaco,64.4
2015-11-29,Switzerland,27.7
2015-11-25,USA,48.5
2015-11-25,USA,47.4
2015-11-25,USA,38.1
2015-11-25,USA,56.9
2015-11-25,Singapore,60.4
2015-11-25,Singapore,69.2
2015-11-25,Singapore,71.8
2015-11-25,Singapore,116.5
2015-11-25,England,52.8
2015-11-25,England,49.6
2015-11-25,Thailand,136.5
2015-11-25,Thailand,87.5
2015-11-25,Thailand,53.8
2015-11-25,Thailand,57.1
2015-11-25,Thailand,8.4
2015-11-24,Switzerland,48.0
2015-11-24,Switzerland,41.0
2015-11-22,Germany,39.4
2015-11-22,Germany,47.0
2015-11-22,Germany,46.3
2015-11-22,Germany,40.4
2015-11-22,Germany,48.8
2015-11-22,Germany,51.9
2015-11-22,Germany,46.4
2015-11-18,Hong Kong,139.9
2015-11-18,Hong Kong,145.3
2015-11-18,Hong Kong,108.0
2015-11-18,Hong Kong,151.3
2015-11-18,Hong Kong,109.9
2015-11-18,Hong Kong,116.5
2015-11-18,Hong Kong,90.4
2015-11-18,Hong Kong,104.4
2015-11-18,Hong Kong,69.7
2015-11-18,Macau,39.3
2015-11-18,Macau,41.7
2015-11-13,Macau,41.7
2015-11-10,England,53.0
2015-11-10,England,44.7
2015-11-10,England,49.0
2015-11-10,England,46.2
2015-11-10,USA,39.6
2015-11-08,England,38.4
2015-11-08,England,34.2
2015-11-08,England,36.1
2015-11-08,England,83.7
2015-11-08,England,38.2
2015-11-08,England,39.7
2015-11-08,England,67.5
2015-11-08,USA,45.7
2015-11-08,USA,41.0
2015-11-05,Switzerland,8.2
2015-11-05,Switzerland,19.4
2015-11-04,Macau,39.4
2015-11-04,Macau,38.7
2015-11-04,Macau,28.7
2015-11-04,Macau,37.0
2015-11-04,Macau,35.1
2015-11-04,Macau,40.3
2015-11-04,Macau,14.1
2015-11-03,USA,54.0
2015-11-03,USA,50.3
2015-11-03,USA,43.2
2015-11-03,Singapore,52.8
2015-11-03,Singapore,68.2
2015-11-03,Singapore,49.1
2015-11-01,Monaco,61.3
2015-11-01,Monaco,69.5
2015-11-01,Monaco,119.0
2015-11-01,Monaco,58.2
2015-11-01,Monaco,57.2
2015-11-01,Monaco,123.9
2015-11-01,Monaco,56.7
2015-11-01,Monaco,120.7
2015-11-01,Monaco,120.7
2015-11-01,Monaco,116.2
2015-11-01,Monaco,116.5
2015-11-01,Monaco,115.1
2015-11-01,Vietnam,158.5
2015-11-01,Vietnam,158.5
2015-11-01,Germany,43.2
2015-10-31,Switzerland,57.2
2015-10-31,Switzerland,56.7
2015-10-31,Singapore,263.6
2015-10-31,Singapore,35.7
2015-10-28,USA,44.0
2015-10-28,USA,42.1
2015-10-28,Hong Kong,79.5
2015-10-28,Hong Kong,61.8
2015-10-28,Hong Kong,66.3
2015-10-28,Hong Kong,44.8
2015-10-28,Hong Kong,136.2
2015-10-28,Hong Kong,180.0
2015-10-28,Hong Kong,146.1
2015-10-28,Singapore,42.0
2015-10-28,Singapore,104.7
2015-10-28,Singapore,17.8
2015-10-27,Singapore,43.3
2015-10-27,Vietnam,45.3
2015-10-27,Vietnam,41.2
2015-10-26,Canada,46.4
2015-10-25,Germany,39.7
2015-10-25,Germany,38.5
2015-10-25,Germany,39.3
2015-10-25,Germany,45.9
2015-10-25,Germany,43.0
2015-10-25,Germany,47.0
2015-10-20,England,45.5
2015-10-20,England,105.7
2015-10-20,England,50.3
2015-10-20,England,45.9
2015-10-20,England,52.6
2015-10-18,England,86.9
2015-10-18,England,83.3
2015-10-18,England,72.7
2015-10-15,Hong Kong,297.3
2015-10-11,Monaco,55.7
2015-10-11,Monaco,71.0
2015-10-11,Monaco,66.2
2015-10-11,Monaco,62.9
2015-10-11,Monaco,70.9
2015-10-11,Monaco,69.4
2015-10-11,Monaco,69.1
2015-10-11,Monaco,75.0
2015-10-11,Monaco,67.2
2015-10-11,Monaco,66.9
2015-10-11,Monaco,61.2
2015-10-11,Monaco,71.6
2015-10-09,Macau,96.0
2015-10-05,Singapore,14.3
2015-10-05,Singapore,63.7
2015-10-05,Singapore,106.1
2015-10-01,Thailand,98.9
2015-10-01,Thailand,90.8
2015-09-29,Canada,53.2
2015-09-29,USA,47.7
2015-09-29,USA,48.2
2015-09-29,USA,46.7
2015-09-29,USA,48.8
2015-09-29,Hong Kong,151.7
2015-09-29,Hong Kong,133.4
2015-09-29,Hong Kong,93.0
2015-09-29,Singapore,43.0
2015-09-28,Hong Kong,378.1
2015-09-28,England,107.3
2015-09-28,England,108.1
2015-09-28,Singapore,47.7
2015-09-28,England,163.2
2015-09-25,Macau,52.5
2015-09-20,Germany,40.9
2015-09-20,Germany,38.1
2015-09-20,Singapore,44.3
2015-09-08,USA,49.3
2015-09-08,USA,53.3
2015-09-06,Monaco,83.6
2015-09-06,Monaco,37.3
2015-09-06,Monaco,103.5
2015-09-06,Monaco,96.0
2015-09-06,Monaco,96.0
2015-09-06,Monaco,90.5
2015-09-06,Monaco,93.4
2015-09-06,Monaco,89.5
2015-09-06,Monaco,85.6
2015-09-06,Monaco,93.8
2015-09-06,Monaco,93.3
2015-09-06,Monaco,93.3
2015-09-06,Monaco,84.8
2015-09-05,Singapore,53.6
2015-09-05,Singapore,50.7
2015-09-03,Singapore,47.4
2015-09-03,Singapore,46.8
2015-09-01,USA,36.6
2015-09-01,Singapore,87.3
2015-08-28,England,43.8
2015-08-28,England,145.8
2015-08-28,Hong Kong,285.0
2015-08-26,Singapore,46.0
2015-08-26,Singapore,51.9
2015-08-26,Hong Kong,146.4
2015-08-26,Hong Kong,17.9
2015-08-26,Hong Kong,14.5
2015-08-26,Hong Kong,157.2
2015-08-26,Hong Kong,16.5
2015-08-26,Hong Kong,17.0
2015-08-18,Vietnam,118.9
2015-08-18,Vietnam,86.5
2015-08-16,England,45.5
2015-08-16,England,41.1
2015-08-16,Germany,46.5
2015-08-16,Germany,45.0
2015-08-16,Germany,42.8
2015-08-14,Macau,37.7
2015-08-14,England,88.9
2015-08-14,England,38.6
2015-08-14,England,77.6
2015-08-14,England,43.1
2015-08-04,USA,47.4
2015-08-04,USA,46.4
2015-08-02,England,45.4
2015-07-31,Monaco,40.7
2015-07-31,Monaco,81.8
2015-07-31,Monaco,101.5
2015-07-31,Monaco,90.2
2015-07-31,Monaco,90.0
2015-07-31,Monaco,93.4
2015-07-31,Monaco,87.4
2015-07-31,Monaco,94.3
2015-07-31,Monaco,104.9
2015-07-31,Monaco,94.8
2015-07-31,Monaco,91.9
2015-07-31,Monaco,97.0
2015-07-31,Monaco,40.9
2015-07-28,Thailand,50.9
2015-07-28,Singapore,86.3
2015-07-28,Russia,45.5
2015-07-24,Macau,42.6
2015-07-24,Macau,38.5
2015-07-24,Macau,43.8
2015-07-24,Macau,35.4
2015-07-24,Macau,38.0
2015-07-24,Hong Kong,312.1
2015-07-23,Hong Kong,151.4
2015-07-23,Hong Kong,112.0
2015-07-23,Hong Kong,51.7
2015-07-23,Hong Kong,140.5
2015-07-23,Hong Kong,57.7
2015-07-23,Hong Kong,100.5
2015-07-23,Hong Kong,100.8
2015-07-23,USA,43.0
2015-07-23,USA,46.8
2015-07-23,USA,49.2
2015-07-16,England,48.1
2015-07-16,England,48.4
2015-07-16,England,44.7
2015-07-16,England,102.3
2015-07-15,Vietnam,145.7
2015-07-15,Vietnam,48.1
2015-07-07,Thailand,47.9
2015-07-06,USA,45.6
2015-07-06,USA,42.1
2015-07-06,Canada,49.2
2015-07-03,Germany,41.0
2015-07-03,Germany,44.9
2015-07-03,Germany,47.1
2015-07-03,Germany,40.0
2015-07-03,Germany,47.1
2015-07-03,Germany,45.1
2015-07-03,Monaco,50.4
2015-07-03,Monaco,48.1
2015-07-03,Monaco,47.8
2015-07-03,Monaco,45.3
2015-07-03,Monaco,47.2
2015-07-03,Monaco,47.2
2015-07-03,Monaco,40.4
2015-07-03,Monaco,42.1
2015-07-03,Monaco,43.2
2015-07-03,Monaco,48.1
2015-07-03,Monaco,45.5
2015-07-03,Monaco,38.9
2015-07-03,Monaco,47.2
2015-07-03,Monaco,52.9
2015-07-03,Monaco,51.9
2015-07-03,Monaco,48.4
2015-07-03,Monaco,43.4
2015-07-03,Monaco,40.7
2015-07-03,Germany,38.4
2015-07-03,Germany,43.4
2015-07-02,Macau,50.0
2015-06-28,England,46.0
2015-06-28,England,47.5
2015-06-27,Singapore,38.9
2015-06-26,Germany,46.9
2015-06-26,Germany,45.2
2015-06-26,Germany,46.5
2015-06-26,England,46.6
2015-06-26,England,45.8
2015-06-25,Hong Kong,342.4
2015-06-23,Hong Kong,58.7
2015-06-23,Hong Kong,130.9
2015-06-23,Hong Kong,143.4
2015-06-23,Hong Kong,151.7
2015-06-23,USA,41.8
2015-06-23,USA,45.2
2015-06-23,USA,46.9
2015-06-22,Netherlands,45.
2015-06-22,Netherlands,43.1
2015-06-22,Netherlands,106.4
2015-06-22,Netherlands,45.0
2015-06-22,Singapore,45.6
2015-06-19,Germany,50.8
2015-06-19,Germany,105.0
2015-06-19,USA,37.8
2015-06-18,Macau,17.5
2015-06-17,Singapore,293.5
2015-06-12,Macau,43.7
2015-06-12,Macau,51.6
2015-06-12,Macau,56.6
2015-06-12,Macau,53.1
2015-06-12,USA,12.8
2015-06-10,Singapore,36.5
2015-06-10,Singapore,215.1
2015-06-10,Singapore,293.7
2015-06-10,Singapore,33.4
2015-06-10,Macau,32.7
2015-06-06,Monaco,46.7
2015-06-06,Monaco,47.2
2015-06-06,Monaco,46.7
2015-06-06,Monaco,48.3
2015-06-06,Monaco,19.3
2015-06-06,Monaco,42.2
2015-06-06,Monaco,49.1
2015-06-06,Monaco,19.1
2015-06-06,Monaco,50.8
2015-06-06,Monaco,45.0
2015-06-06,Monaco,45.2
2015-06-06,Monaco,44.3
2015-06-06,Monaco,45.1
2015-06-06,Monaco,40.7
2015-06-06,Monaco,46.2
2015-06-06,Monaco,50.2
2015-06-06,Monaco,46.7
2015-06-06,Monaco,42.9
2015-06-06,Monaco,25.5
2015-06-06,Monaco,24.4
2015-06-05,Germany,39.0
2015-06-05,Germany,35.5
2015-06-05,Germany,46.1
2015-06-05,Germany,37.2
2015-06-05,Germany,44.6
2015-06-05,Germany,44.9
2015-06-01,USA,47.3
2015-06-01,USA,50.9
2015-06-01,USA,46.3
2015-06-01,USA,50.0
2015-06-01,Singapore,97.5
2015-06-01,Singapore,45.1
2015-06-01,Singapore,48.9
2015-06-01,Singapore,52.4
2015-06-01,England,42.0
2015-05-29,Germany,49.5
2015-05-29,Germany,39.8
2015-05-29,Germany,49.2
2015-05-29,Germany,49.4
2015-05-28,Hong Kong,256.7
2015-05-27,Vietnam,43.7
2015-05-26,England,100.8
2015-05-26,England,95.8
2015-05-26,England,93.8
2015-05-26,Hong Kong,155.2
2015-05-26,Hong Kong,157.5
2015-05-26,Hong Kong,57.4
2015-05-26,Hong Kong,112.6
2015-05-26,Hong Kong,99.6
2015-05-26,Russia,64.1
2015-05-26,Thailand,17.5
2015-05-26,Thailand,7.1
2015-05-26,Thailand,17.0
2015-05-25,England,45.0
2015-05-25,Vietnam,20.5
2015-05-25,Vietnam,22.9
2015-05-24,England,45.9
2015-05-24,England,14.3
2015-05-24,England,23.3
2015-05-23,England,33.5
2015-05-23,England,27.2
2015-05-22,England,47.1
2015-05-19,USA,45.0
2015-05-19,USA,47.8
2015-05-02,Monaco,258.4
2015-05-02,Monaco,278.5
2015-05-02,Monaco,17.4
2015-05-02,Monaco,21.4
2015-05-02,Monaco,50.9
2015-05-02,Monaco,44.9
2015-05-02,Monaco,47.1
2015-05-02,Monaco,19.2
2015-05-02,Monaco,44.7
2015-05-02,Monaco,52.9
2015-05-02,Monaco,304.6
2015-05-02,Monaco,307.5
2015-05-02,Monaco,24.5
2015-05-02,Monaco,21.6
2015-05-02,Monaco,29.5
2015-05-02,Monaco,26.1
2015-05-02,England,91.8
2015-05-02,England,110.4
2015-05-02,England,104.4
2015-04-28,Singapore,29.1
2015-04-28,Singapore,29.7
2015-04-28,Thailand,49.6
2015-04-28,Thailand,48.9
2015-04-28,Macau,35.2
2015-04-28,Singapore,274.9
2015-04-24,Germany,43.2
2015-04-24,Germany,36.2
2015-04-24,Germany,40.5
2015-04-24,Germany,47.3
2015-04-24,Germany,46.4
2015-04-24,Germany,54.0
2015-04-24,Germany,47.9
2015-04-24,Germany,41.8
2015-04-24,Germany,41.7
2015-04-24,Germany,51.0
2015-04-21,USA,48.5
2015-04-21,USA,50.4
2015-04-21,USA,52.1
2015-04-21,USA,50.3
2015-04-20,Thailand,60.4
2015-04-20,Thailand,45.2
2015-04-20,Thailand,40.0
2015-04-20,USA,54.9
2015-04-20,USA,50.1
2015-04-20,USA,56.0
2015-04-20,USA,52.3
2015-04-20,USA,52.6
2015-04-16,Hong Kong,100.8
2015-04-16,Hong Kong,40.3
2015-04-16,Hong Kong,172.0
2015-04-16,Hong Kong,128.2
2015-04-16,Hong Kong,360.1
2015-04-01,Singapore,246.3
2015-04-01,Singapore,52.0
2015-04-01,Singapore,51.9
2015-03-30,Thailand,48.7
2015-03-30,Thailand,51.6
2015-03-29,England,46.3
2015-03-29,England,37.7
2015-03-29,England,45.3
2015-03-29,England,13.1
2015-03-29,England,10.5
2015-03-29,England,84.4
2015-03-29,England,109.0
2015-03-29,England,190.1
2015-03-28,Monaco,73.0
2015-03-28,Monaco,55.8
2015-03-28,Monaco,148.0
2015-03-28,Monaco,50.7
2015-03-28,Monaco,56.5
2015-03-28,Monaco,93.8
2015-03-28,Monaco,49.8
2015-03-28,Monaco,83.3
2015-03-28,Monaco,79.5
2015-03-28,Monaco,40.8
2015-03-28,Monaco,129.8
2015-03-28,Monaco,44.9
2015-03-28,Monaco,54.5
2015-03-28,Switzerland,34.4
2015-03-28,Switzerland,27.3
2015-03-28,Switzerland,32.0
2015-03-28,Switzerland,27.5
2015-03-28,Switzerland,23.3
2015-03-28,Switzerland,23.4
2015-03-27,Germany,39.1
2015-03-27,Germany,49.2
2015-03-27,Germany,46.8
2015-03-27,Switzerland,30.4
2015-03-27,Switzerland,28.8
2015-03-25,Macau,17.0
2015-03-20,Germany,47.2
2015-03-20,Germany,41.5
2015-03-20,Germany,39.8
2015-03-20,Germany,48.7
2015-03-20,Germany,52.9
2015-03-20,Germany,51.3
2015-03-20,Germany,45.6
2015-03-20,Germany,48.9
2015-03-19,Russia,35.1
2015-03-18,USA,43.9
2015-03-18,USA,45.8
2015-03-17,Singapore,253.2
2015-03-17,Singapore,242.9
2015-03-11,Hong Kong,26.1
2015-03-11,Hong Kong,26.9
2015-03-11,Hong Kong,157.8
2015-03-11,Hong Kong,111.1
2015-03-11,Hong Kong,25.0
2015-03-11,Hong Kong,356.3
2015-03-10,USA,56.4
2015-03-10,USA,51.1
2015-03-10,USA,50.2
2015-03-10,USA,47.2
2015-03-10,USA,39.4
2015-03-09,Thailand,51.1
2015-03-09,Thailand,46.9
2015-02-28,Monaco,136.6
2015-02-28,Monaco,39.9
2015-02-28,Monaco,68.2
2015-02-28,Monaco,86.5
2015-02-28,Monaco,90.4
2015-02-28,Monaco,54.4
2015-02-28,Monaco,88.9
2015-02-28,Monaco,173.9
2015-02-28,Monaco,51.7
2015-02-28,Monaco,43.3
2015-02-28,Monaco,83.8
2015-02-28,Monaco,89.0
2015-02-28,Monaco,91.6
2015-02-28,Switzerland,23.1
2015-02-28,Switzerland,24.6
2015-02-26,Macau,21.1
2015-02-24,Thailand,49.8
2015-02-24,Thailand,41.9
2015-02-23,Singapore,51.6
2015-02-23,Singapore,57.4
2015-02-23,Singapore,50.2
2015-02-23,USA,51.6
2015-02-23,USA,50.4
2015-02-23,USA,49.4
2015-02-18,Hong Kong,69.5
2015-02-18,Hong Kong,24.9
2015-02-18,Hong Kong,26.1
2015-02-18,Hong Kong,23.6
2015-02-18,Hong Kong,121.1
2015-02-18,Hong Kong,29.1
2015-02-18,Hong Kong,24.7
2015-02-18,Hong Kong,22.8
2015-02-18,Hong Kong,319.1
2015-02-18,Canada,43.9
2015-02-13,Germany,39.8
2015-02-13,Germany,44.6
2015-02-13,Germany,48.9
2015-02-13,Germany,46.8
2015-02-13,Germany,44.2
2015-02-13,Germany,13.3
2015-02-13,England,14.3
2015-02-13,England,43.1
2015-02-13,England,50.5
2015-02-13,England,23.4
2015-02-13,England,50.3
2015-02-13,Switzerland,37.2
2015-02-13,Switzerland,28.6
2015-02-13,USA,35.3
2015-02-10,USA,40.9
2015-02-10,USA,51.8
2015-02-10,USA,37.4
2015-02-10,Hong Kong,79.9
2015-02-10,Hong Kong,136.5
2015-02-07,Monaco,169.0
2015-02-07,Monaco,64.3
2015-02-07,Monaco,28.7
2015-02-07,Monaco,139.0
2015-02-07,Switzerland,26.0
2015-02-07,Monaco,89.4
2015-02-07,Monaco,54.5
2015-02-07,Switzerland,24.7
2015-02-07,Monaco,92.4
2015-02-07,USA,48.2
2015-02-07,USA,8.2
2015-02-06,Germany,39.9
2015-02-06,Germany,42.8
2015-02-06,Germany,45.2
2015-02-06,Germany,38.4
2015-02-05,France,40.8
2015-02-03,Singapore,38.7
2015-02-02,Singapore,47.5
2015-02-02,Singapore,49.2
2015-02-02,Singapore,48.0
2015-02-02,Singapore,49.7
2015-01-29,Macau,48.6
2015-01-29,Macau,47.0
2015-01-29,Macau,45.5
2015-01-29,Macau,9.5
2015-01-29,Macau,10.4
2015-01-29,Macau,10.2
2015-01-29,Macau,10.3
2015-01-29,Macau,10.5
2015-01-29,Macau,9.5
2015-01-29,Macau,10.0
2015-01-29,Macau,10.4
2015-01-29,Macau,10.4
2015-01-29,USA,35.8
2015-01-28,Macau,46.5
2015-01-28,Macau,48.0
2015-01-28,Macau,50.9
2015-01-28,Macau,45.9
2015-01-28,Macau,45.6
2015-01-28,Macau,51.1
2015-01-28,Macau,55.8
2015-01-27,Hong Kong,15.5
2015-01-27,Hong Kong,108.4
2015-01-27,Hong Kong,157.8
2015-01-27,Hong Kong,108.5
2015-01-27,Hong Kong,95.5
2015-01-27,Hong Kong,17.6
2015-01-27,Hong Kong,17.4
2015-01-27,Hong Kong,106.1
2015-01-27,Hong Kong,157.8
2015-01-27,Hong Kong,356.2
2015-01-27,USA,52.5
2015-01-27,USA,42.6
2015-01-21,Monaco,38.0
2015-01-21,Monaco,76.5
2015-01-21,Monaco,182.3
2015-01-21,Monaco,163.0
2015-01-21,Monaco,46.3
2015-01-21,Monaco,77.9
2015-01-21,Monaco,80.6
2015-01-21,Monaco,83.5
2015-01-21,Monaco,86.2
2015-01-21,Monaco,87.9
2015-01-21,Monaco,91.3
2015-01-21,Monaco,84.8
2015-01-21,Monaco,58.3
2015-01-21,Switzerland,32.6
2015-01-21,Switzerland,34.8
2015-01-21,Spain,45.6
2015-01-19,Singapore,375.7
2015-01-19,England,43.7
2015-01-19,Singapore,323.1
2015-01-19,Singapore,323.1
2015-01-19,Singapore,372.6
2015-01-19,Vietnam,268.0
2015-01-14,England,56.1
2015-01-14,England,7.9
2015-01-14,England,6.3
2015-01-14,England,6.4
2015-01-14,England,9.1
2015-01-14,England,8.5
2015-01-14,England,7.8
2015-01-14,England,8.8
2015-01-14,Germany,46.2
2015-01-14,Germany,42.6
2015-01-14,Germany,43.5
2015-01-14,Germany,47.4
2015-01-14,Germany,46.6
2015-01-11,Switzerland,48.0
2015-01-11,Switzerland,48.0
2015-01-05,England,43.7
2015-01-05,England,44.9
2015-01-05,England,44.9
2016-12-28,Hong Kong,123.0
2016-12-28,Hong Kong,149.7
2016-12-28,Hong Kong,158.1
2016-12-18,Macau,40.1
2016-12-18,Macau,42.7
2016-12-07,Monaco,57.1
2016-12-07,Monaco,51.8
2016-12-07,Monaco,59.1
2016-12-07,Monaco,483.0
2016-12-07,Monaco,49.6
2016-12-07,Monaco,49.7
2016-12-07,Monaco,45.3
2016-12-07,Monaco,43.5
2016-12-07,Monaco,40.5
2016-12-07,Monaco,49.3
2016-12-07,Monaco,44.7
2016-12-07,Monaco,41.7
2016-12-06,Switzerland,47.0
2016-12-04,Germany,47.3
2016-12-04,Germany,90.1
2016-11-30,Singapore,98.3
2016-11-30,Singapore,93.4
2016-11-30,Singapore,100.4
2016-11-30,Singapore,162.2
2016-11-30,England,37.3
2016-11-30,England,75.7
2016-11-30,Macau,44.4
2016-11-22,Philippines,63.6
2016-11-22,Philippines,56.0
2016-11-22,Canada,54.6
2016-11-22,Singapore,49.2
2016-11-22,Singapore,56.0
2016-11-22,Singapore,53.4
2016-11-17,Hong Kong,66.4
2016-11-17,Hong Kong,152.6
2016-11-17,Hong Kong,145.8
2016-11-17,Hong Kong,152.0
2016-11-15,USA,50.0
2016-11-15,USA,51.1
2016-11-15,USA,46.1
