date,exportedTo,weightKg
2016-07-24,England,44.5
2016-07-24,Monaco,40.5
2016-07-24,Monaco,40.5
2016-07-24,Monaco,39.7
2016-07-24,Monaco,122.6
2016-07-24,Monaco,42.3
2016-07-24,Monaco,43.4
2016-07-24,Monaco,49.4
2016-07-24,Monaco,170.3
2016-07-24,Monaco,43.5
2016-07-24,Monaco,50.9
2016-07-24,Monaco,181.9
2016-07-24,Monaco,141.7
2016-07-22,Italy,46.2
2016-07-22,Italy,52.4
2016-07-22,Denmark,53.5
2016-07-05,Monaco,183.0
2016-07-05,Monaco,174.4
2016-07-05,Monaco,42.4
2016-07-05,Monaco,46.9
2016-07-05,Monaco,50.2
2016-07-05,Monaco,47.6
2016-07-05,Monaco,44.8
2016-07-05,Monaco,45.5
2016-07-05,Monaco,46.8
2016-07-05,Monaco,48.1
2016-07-05,Monaco,178.8
2016-07-05,Monaco,150.8
2016-06-28,USA,46.5
2016-06-28,USA,44.9
2016-06-28,Singapore,48.4
2016-06-28,Singapore,48.3
2016-06-24,England,51.4
2016-06-24,USA,55.7
2016-06-24,USA,47.9
2016-06-24,Hong Kong,351.3
2016-06-23,Hong Kong,154.9
2016-06-23,Hong Kong,116.9
2016-06-23,Hong Kong,47.4
2016-06-23,Hong Kong,90.3
2016-06-23,Hong Kong,81.9
2016-06-22,USA,54.0
2016-06-21,Macau,129.8
2016-06-19,England,44.4
2016-06-19,England,41.9
2016-06-19,Germany,46.9
2016-06-19,Germany,53.6
2016-06-19,Germany,49.6
2016-06-19,Germany,46.5
2016-05-31,Monaco,42.9
2016-05-31,Monaco,157.5
2016-05-31,Monaco,164.5
2016-05-31,Monaco,44.6
2016-05-31,Monaco,181.8
2016-05-31,Monaco,43.8
2016-05-31,Monaco,46.7
2016-05-31,Monaco,44.1
2016-05-31,Monaco,44.6
2016-05-31,Monaco,45.4
2016-05-31,Monaco,46.9
2016-05-31,Monaco,39.2
2016-05-29,England,52.9
2016-05-25,Thailand,51.6
2016-05-24,Denmark,43.3
2016-05-22,England,49.0
2016-05-22,England,76.7
2016-05-22,Germany,41.1
2016-05-22,Germany,48.5
2016-05-22,Germany,54.5
2016-05-22,Germany,42.4
2016-05-21,England,51.5
2016-05-21,England,51.2
2016-05-21,England,50.5
2016-05-21,England,46.7
2016-05-21,England,52.6
2016-05-21,England,50.5
2016-05-19,Hong Kong,137.7
2016-05-19,Hong Kong,143.2
2016-05-19,Hong Kong,55.9
2016-05-19,Hong Kong,94.0
2016-05-17,USA,53.0
2016-05-17,USA,48.6
2016-05-17,USA,52.2
2016-05-17,USA,54.9
2016-05-10,Singapore,88.0
2016-05-10,Monaco,45.7
2016-05-10,Monaco,207.9
2016-05-10,Monaco,52.2
2016-05-10,Monaco,51.1
2016-05-10,Monaco,56.4
2016-05-10,Monaco,41.1
2016-05-10,Monaco,58.0
2016-05-10,Monaco,52.4
2016-05-10,Monaco,55.5
2016-05-10,Monaco,51.7
2016-05-10,Monaco,179.4
2016-05-10,Monaco,190.5
2016-05-02,Canada,51.2
2016-04-27,USA,42.0
2016-04-26,Hong Kong,339.2
2016-04-26,Singapore,50.4
2016-04-26,Singapore,46.1
2016-04-26,USA,47.4
2016-04-26,USA,48.7
2016-04-26,USA,41.4
2016-04-26,Macau,113.5
2016-04-26,Vietnam,50.6
2016-04-21,Hong Kong,106.1
2016-04-20,Hong Kong,168.2
2016-04-19,Denmark,57.2
2016-04-19,Denmark,51.8
2016-04-19,Thailand,33.3
2016-04-19,Thailand,103.2
2016-04-17,Germany,41.6
2016-04-17,Germany,44.6
2016-04-17,Germany,42.7
2016-04-17,Germany,39.3
2016-04-17,Germany,47.6
2016-04-17,England,51.3
2016-04-17,England,52.3
2016-04-16,England,55.0
2016-04-16,England,49.7
2016-04-16,England,53.9
2016-04-16,England,51.4
2016-04-16,England,52.0
2016-04-16,England,50.7
2016-04-16,England,39.4
2016-04-08,England,51.7
2016-04-08,England,47.1
2016-04-08,England,46.2
2016-04-08,England,48.8
2016-04-08,England,51.0
2016-04-08,England,46.0
2016-04-05,Monaco,44.2
2016-04-05,Monaco,119.9
2016-04-05,Monaco,49.9
2016-04-05,Monaco,51.8
2016-04-05,Monaco,108.5
2016-04-05,Monaco,182.7
2016-04-05,Monaco,106.8
2016-04-05,Monaco,46.7
2016-04-05,Monaco,48.0
2016-04-05,Monaco,97.4
2016-04-05,Monaco,51.9
2016-04-05,Monaco,45.8
2016-04-04,Germany,49.5
2016-04-03,Switzerland,108.5
2016-03-31,Hong Kong,282.6
2016-03-29,Switzerland,46.0
2016-03-29,Switzerland,43.1
2016-03-28,England,80.7
2016-03-28,England,43.4
2016-03-28,Germany,48.1
2016-03-28,Germany,45.0
2016-03-28,Germany,41.6
2016-03-25,Macau,37.0
2016-03-24,Singapore,96.4
2016-03-23,Thailand,41.5
2016-03-22,Thailand,46.8
2016-03-21,USA,45.6
2016-03-21,USA,42.9
2016-03-21,Singapore,13.7
2016-03-19,USA,50.2
2016-03-19,USA,41.9
2016-03-16,Hong Kong,62.4
2016-03-16,Hong Kong,160.9
2016-03-16,Hong Kong,146.4
2016-03-16,Hong Kong,145.5
2016-03-15,Thailand,47.8
2016-03-09,Macau,50.9
2016-03-09,Macau,42.9
2016-03-09,Macau,47.8
2016-03-09,Macau,50.5
2016-03-09,Macau,45.2
2016-03-01,England,39.9
2016-03-01,England,46.2
2016-03-01,England,41.5
2016-03-01,Hong Kong,340.9
2016-02-29,Monaco,345.3
2016-02-29,Monaco,159.7
2016-02-29,Monaco,88.9
2016-02-29,Monaco,89.4
2016-02-29,Monaco,121.5
2016-02-29,Monaco,46.9
2016-02-29,Monaco,43.1
2016-02-29,Monaco,39.2
2016-02-29,Monaco,121.4
2016-02-26,Thailand,50.2
2016-02-24,USA,39.9
2016-02-24,USA,47.7
2016-02-23,Hong Kong,37.9
2016-02-23,Thailand,64.1
2016-02-23,USA,52.3
2016-02-23,USA,50.2
2016-02-23,Singapore,53.2
2016-02-23,Singapore,46.2
2016-02-23,Singapore,16.2
2016-02-23,Singapore,103.3
2016-02-23,Singapore,63.6
2016-02-21,England,48.8
2016-02-21,England,45.4
2016-02-21,Germany,39.9
2016-02-21,Germany,50.9
2016-02-21,Germany,45.4
2016-02-20,England,51.7
2016-02-20,England,66.2
2016-02-20,England,54.2
2016-02-20,England,56.5
2016-02-20,England,45.1
2016-02-18,Hong Kong,47.5
2016-02-18,Hong Kong,43.5
2016-02-18,Hong Kong,48.3
2016-02-18,Hong Kong,51.8
2016-02-06,England,50.5
2016-02-06,England,155.0
2016-02-06,England,42.6
2016-01-31,Monaco,129.7
2016-01-31,Monaco,102.4
2016-01-31,Monaco,170.2
2016-01-31,Monaco,161.2
2016-01-31,Monaco,4.8
2016-01-31,Monaco,38.9
2016-01-31,Monaco,50.3
2016-01-31,Monaco,122.8
2016-01-30,England,51.1
2016-01-28,Hong Kong,338.1
2016-01-26,Singapore,58.7
2016-01-26,Singapore,99.9
2016-01-26,Singapore,103.0
2016-01-26,USA,35.1
2016-01-24,England,45.4
2016-01-24,England,42.3
2016-01-24,Germany,47.6
2016-01-24,Germany,44.9
2016-01-24,Germany,49.7
2016-01-24,Germany,40.3
2016-01-24,Germany,42.4
2016-01-24,Germany,39.5
2016-01-24,Switzerland,47.6
2016-01-24,Switzerland,40.1
2016-01-21,Thailand,53.4
2016-01-20,Hong Kong,41.8
2016-01-19,USA,45.6
2016-01-19,USA,43.4
2016-01-19,Hong Kong,298.8
2016-01-15,Hong Kong,14.6
2016-01-15,Hong Kong,150.4
2016-01-15,Hong Kong,50.3
2016-01-15,Hong Kong,138.4
2016-01-15,Hong Kong,17.2
2016-01-15,Hong Kong,19.0
2016-01-15,Hong Kong,13.1
2016-01-15,Hong Kong,49.5
2017-12-28,Germany,45.6
2017-12-27,Hong Kong,163.1
2017-12-27,Singapore,56.3
2017-12-27,Hong Kong,168.6
2017-12-27,Singapore,48.5
2017-12-26,Singapore,3.3
2017-12-26,Singapore,2.9
2017-12-26,Singapore,3.2
2017-12-26,Singapore,2.6
2017-12-26,Singapore,3.1
2017-12-26,Singapore,2.7
2017-12-26,Singapore,3.7
2017-12-26,Singapore,2.6
2017-12-26,Singapore,2.8
2017-12-26,Singapore,54.0
2017-12-26,Taiwan,44.8
2017-12-26,Taiwan,46.6
2017-12-26,Taiwan,46.4
2017-12-26,Taiwan,51.4
2017-12-26,Taiwan,41.8
2017-12-26,Taiwan,42.5
2017-12-23,Macau,47.7
2017-12-21,Taiwan,33.0
2017-12-19,Thailand,34.5
2017-12-18,Macau,55.2
2017-12-18,Macau,48.3
2017-12-18,Macau,53.7
2017-12-16,Singapore,112.7
2017-12-16,Singapore,102.5
2017-12-16,Singapore,99.7
2017-12-14,Taiwan,42.0
2017-12-14,Taiwan,48.3
2017-12-14,Taiwan,49.6
2017-12-14,Taiwan,50.4
2017-12-13,Macau,39.6
2017-12-12,Netherlands,38.9
2017-12-12,Singapore,55.3
2017-12-12,Singapore,107.8
2017-12-12,Singapore,100.0
2017-12-12,Netherlands,87.8
2017-12-12,Switzerland,39.5
2017-12-12,Denmark,37.1
2017-12-12,Netherlands,56.0
2017-12-12,Germany,38.9
2017-12-12,Netherlands,35.0
2017-12-12,Netherlands,73.0
2017-12-12,Germany,41.0
2017-12-12,Netherlands,60.7
2017-12-12,Germany,34.5
2017-12-12,Netherlands,18.0
2017-12-12,Netherlands,108.2
2017-12-12,Netherlands,111.4
2017-12-12,Netherlands,82.4
2017-12-12,Macau,41.8
2017-12-12,Macau,45.9
2017-12-12,Macau,48.7
2017-12-12,Netherlands,45.1
2017-12-12,Denmark,34.6
2017-12-12,Denmark,34.5
2017-12-12,Netherlands,43.9
2017-12-12,Denmark,31.2
2017-12-12,Netherlands,40.5
2017-12-12,Netherlands,37.2
2017-12-12,Netherlands,36
2017-12-11,Taiwan,51.2
2017-12-11,Taiwan,43.1
2017-12-10,Germany,42.5
2017-12-10,Switzerland,20.9
2017-12-10,Switzerland,23.8
2017-12-09,Denmark,39.9
2017-12-09,Denmark,42.6
2017-12-09,Denmark,36.4
2017-12-09,Denmark,35.5
2017-12-09,Denmark,41.9
2017-12-09,Denmark,33.8
2017-12-08,Taiwan,49.8
2017-12-08,Taiwan,40.1
2017-12-07,Taiwan,45.1
2017-12-07,Taiwan,49.9
2017-12-07,Taiwan,45.0
2017-12-07,Taiwan,48.3
2017-12-05,Taiwan,249.7
2017-12-05,Vietnam,218.8
2017-12-03,England,45.5
2017-12-03,England,51.7
2017-12-03,England,55.2
2017-12-03,England,8.0
2017-12-01,Taiwan,53.7
2017-12-01,Taiwan,47.4
2017-12-01,Taiwan,49.7
2017-12-01,Taiwan,49.6
2017-12-01,Taiwan,46.4
2017-12-01,Taiwan,49.9
2017-12-01,Taiwan,45.1
2017-12-01,United Arab Emirates,116.5
2017-11-30,England,26.0
2017-11-30,Taiwan,203.9
2017-11-29,Denmark,34.0
2017-11-28,USA,58.8
2017-11-28,Italy,37.1
2017-11-28,Italy,46.3
2017-11-28,Germany,45.6
2017-11-28,Netherlands,46.8
2017-11-28,Germany,39.9
2017-11-28,Netherlands,40.3
2017-11-28,Netherlands,39.6
2017-11-28,Netherlands,41.4
2017-11-28,Netherlands,83.1
2017-11-28,Netherlands,19.3
2017-11-28,Netherlands,50.4
2017-11-28,United Arab Emirates,236.0
2017-11-28,Thailand,34.3
2017-11-27,Switzerland,40.3
2017-11-27,Switzerland,28.4
2017-11-27,Taiwan,41.0
2017-11-26,Germany,38.6
2017-11-22,Singapore,60.6
2017-11-22,Canada,51.4
2017-11-22,Canada,44.6
2017-11-22,Macau,45.1
2017-11-22,Macau,47.6
2017-11-21,USA,42.2
2017-11-21,Singapore,3.0
2017-11-21,USA,42.6
2017-11-21,Singapore,2.4
2017-11-17,Hong Kong,152.2
2017-11-17,Hong Kong,196.2
2017-11-17,Taiwan,44.8
2017-11-17,Taiwan,50.8
2017-11-17,Taiwan,337.4
2017-11-17,Taiwan,46.4
2017-11-17,Taiwan,46.2
2017-11-16,Macau,54.7
2017-11-16,Macau,51.1
2017-11-15,Denmark,36.1
2017-11-15,Macau,131.6
2017-11-14,Netherlands,116.7
2017-11-14,Netherlands,77.8
2017-11-14,Netherlands,47.9
2017-11-14,Switzerland,39.1
2017-11-14,Netherlands,105.5
2017-11-14,Netherlands,43.5
2017-11-14,Netherlands,76
2017-11-14,Netherlands,121
2017-11-14,Netherlands,92.6
2017-11-14,Singapore,102.8
2017-11-14,Singapore,109.8
2017-11-09,Macau,161.6
2017-11-09,Macau,54.7
2017-11-09,Macau,34.2
2017-11-09,Macau,53.6
2017-11-07,Thailand,32.6
2017-11-07,Thailand,282.8
2017-11-07,Thailand,27.2
2017-11-03,Taiwan,40.7
2017-11-03,Taiwan,35.6
2017-11-03,Taiwan,37.8
2017-11-03,Taiwan,41.2
2017-11-03,Taiwan,38.9
2017-11-01,Taiwan,50.3
2017-11-01,Taiwan,44.7
2017-11-01,Taiwan,39.9
2017-10-28,Thailand,30.3
2017-10-28,Thailand,165.8
2017-10-28,Thailand,160.6
2017-10-27,Taiwan,46.0
2017-10-27,Taiwan,47.4
2017-10-27,Taiwan,54.2
2017-10-27,Taiwan,51.9
2017-10-27,Taiwan,47.5
2017-10-27,Macau,42.6
2017-10-24,Singapore,3.3
2017-10-24,Hong Kong,158.0
2017-10-24,Singapore,2.3
2017-10-24,Singapore,3.3
2017-10-24,Hong Kong,168.6
2017-10-24,Singapore,51.6
2017-10-24,Singapore,50.1
2017-10-24,Canada,50.8
2017-10-24,Canada,43.6
2017-10-24,Singapore,2.8
2017-10-24,Singapore,2.6
2017-10-23,USA,42.3
2017-10-23,USA,38.6
2017-10-23,USA,47.5
2017-10-23,USA,42.7
2017-10-23,USA,46.0
2017-10-23,USA,47.0
2017-10-23,USA,45.7
2017-10-23,USA,33.9
2017-10-23,USA,43.3
2017-10-23,USA,42.5
2017-10-20,Taiwan,41.6
2017-10-19,Thailand,31.4
2017-10-17,Italy,49.9
2017-10-17,Netherlands,86.6
2017-10-17,Netherlands,84.9
2017-10-17,Netherlands,34.6
2017-10-17,Netherlands,38.8
2017-10-17,Netherlands,101.3
2017-10-17,Netherlands,153.0
2017-10-17,Italy,50.5
2017-10-15,England,7.3
2017-10-15,England,45.2
2017-10-15,England,6.9
2017-10-15,England,7.1
2017-10-15,Germany,37.1
2017-10-15,England,41.2
2017-10-12,Taiwan,42.8
2017-10-12,Taiwan,51.8
2017-10-12,Taiwan,51.4
2017-10-12,Taiwan,325.1
2017-10-12,Taiwan,319.1
2017-10-11,Thailand,37.0
2017-10-11,Thailand,38.5
2017-10-10,Singapore,47.5
2017-10-10,Singapore,94.6
2017-10-06,Macau,40.0
2017-10-06,Macau,45.9
2017-10-05,Taiwan,219.4
2017-10-03,Netherlands,43.6
2017-10-03,Netherlands,42.2
2017-10-03,Netherlands,38.5
2017-10-03,Netherlands,43.9
2017-10-03,Netherlands,42.1
2017-10-03,Netherlands,47.1
2017-09-30,Denmark,36.8
2017-09-30,Denmark,35.3
2017-09-30,Denmark,35.3
2017-09-29,Hong Kong,162.7
2017-09-28,Macau,35.0
2017-09-25,Macau,36.2
2017-09-25,Macau,33.7
2017-09-25,Macau,37.0
2017-09-20,Netherlands,67.6
2017-09-20,Netherlands,140.4
2017-09-20,Netherlands,71.6
2017-09-20,Netherlands,43.9
2017-09-20,Netherlands,43.2
2017-09-20,Netherlands,137.4
2017-09-20,Denmark,43.3
2017-09-20,Macau,35.8
2017-09-20,Macau,32.2
2017-09-20,Macau,38.2
2017-09-20,Macau,39.2
2017-09-20,Macau,36.1
2017-09-20,Thailand,27.4
2017-09-17,England,46.2
2017-09-17,England,62.3
2017-09-12,Singapore,168.5
2017-09-12,Singapore,63.1
2017-09-12,Singapore,6.7
2017-09-12,Singapore,38.6
2017-09-12,Singapore,7.3
2017-09-12,Netherlands,93.5
2017-09-12,Netherlands,46.9
2017-09-10,England,42.4
2017-09-09,Denmark,46
2017-09-08,Macau,37.8
2017-09-08,Macau,36.5
2017-09-06,USA,35.9
2017-09-05,Canada,57
2017-09-04,United Arab Emirates,330.1
2017-09-04,United Arab Emirates,311.9
2017-09-01,Hong Kong,165.1
2017-09-01,Singapore,179.5
2017-08-30,Germany,38.5
2017-08-30,England,57.4
2017-08-30,England,57.4
2017-08-30,Switzerland,24.5
2017-08-30,Switzerland,25.7
2017-08-30,Netherlands,45.5
2017-08-29,Netherlands,17.3
2017-08-29,Switzerland,22.8
2017-08-29,Netherlands,38.8
2017-08-29,Netherlands,18.3
2017-08-29,Switzerland,22.1
2017-08-29,Netherlands,73.3
2017-08-29,Netherlands,41.3
2017-08-29,Netherlands,48.9
2017-08-29,Netherlands,54.3
2017-08-29,Netherlands,16.3
2017-08-29,Netherlands,18.7
2017-08-29,England,44.5
2017-08-25,Macau,47.5
2017-08-25,Macau,41.3
2017-08-25,Macau,48.1
2017-08-25,Macau,47.4
2017-08-23,USA,108.5
2017-08-10,Macau,37.2
2017-08-10,Macau,36.4
2017-08-09,Thailand,32.9
2017-08-08,USA,43.5
2017-08-08,Singapore,90.8
2017-08-08,USA,41.2
2017-08-08,USA,48.1
2017-08-08,USA,38.8
2017-08-04,Singapore,3.5
2017-08-04,Singapore,3.8
2017-08-04,Singapore,3.0
2017-08-04,Singapore,3.5
2017-08-04,Singapore,2.8
2017-08-01,Singapore,54.9
2017-08-01,Canada,53.7
2017-08-01,USA,51.9
2017-08-01,USA,49.7
2017-08-01,Philippines,47.6
2017-08-01,Philippines,45
2017-07-28,Hong Kong,81.4
2017-07-28,Hong Kong,121.9
2017-07-28,Hong Kong,156.6
2017-07-28,Hong Kong,87.9
2017-07-21,Macau,40.8
2017-07-20,USA,51.4
2017-07-19,Netherlands,45.3
2017-07-18,Macau,35.1
2017-07-18,Macau,44.7
2017-07-18,Netherlands,111.2
2017-07-18,Netherlands,201.5
2017-07-18,Netherlands,43.4
2017-07-18,Netherlands,44.5
2017-07-18,Netherlands,43.4
2017-07-18,Netherlands,42.6
2017-07-18,Netherlands,46.7
2017-07-18,Netherlands,44.1
2017-07-18,Switzerland,33.6
2017-07-17,Macau,41.6
2017-07-17,Macau,42.4
2017-07-17,Macau,39.7
2017-07-17,Macau,46.5
2017-07-15,Denmark,36.2
2017-07-15,Denmark,40
2017-07-12,Singapore,101.2
2017-07-12,Vietnam,100.2
2017-07-03,USA,46.2
2017-07-03,USA,48.4
2017-07-03,USA,47.5
2017-07-03,USA,45.6
2017-07-03,USA,54.2
2017-07-01,Denmark,42.2
2017-07-01,Denmark,45.9
2017-07-01,Hong Kong,151.6
2017-06-27,USA,50.3
2017-06-27,USA,47
2017-06-27,USA,44.3
2017-06-27,USA,37
2017-06-21,USA,54.9
2017-06-20,Netherlands,41.8
2017-06-20,Netherlands,48.2
2017-06-20,Netherlands,48.7
2017-06-20,Netherlands,50.9
2017-06-20,Netherlands,44.2
2017-06-20,Netherlands,137.7
2017-06-20,Netherlands,43
2017-06-20,Netherlands,247.3
2017-06-20,Netherlands,45.4
2017-06-20,Hong Kong,158.6
2017-06-20,Hong Kong,160.3
2017-06-20,Hong Kong,167.9
2017-06-16,Denmark,46.8
2017-06-14,Singapore,83.4
2017-06-10,England,44.5
2017-06-10,Germany,44.5
2017-06-08,Macau,68.8
2017-05-31,USA,47.8
2017-05-31,Denmark,41.2
2017-05-31,Denmark,38.7
2017-05-31,Denmark,36.6
2017-05-31,Denmark,39.9
2017-05-30,USA,39.7
2017-05-30,USA,48.4
2017-05-30,England,3.5
2017-05-30,England,2.9
2017-05-30,Canada,36.4
2017-05-30,Canada,51.6
2017-05-30,Canada,42.4
2017-05-30,Canada,44.6
2017-05-30,USA,43.6
2017-05-30,USA,51.1
2017-05-30,USA,51.7
2017-05-30,USA,47.6
2017-05-30,USA,47
2017-05-26,Hong Kong,139.5
2017-05-26,Hong Kong,133.6
2017-05-26,Hong Kong,152.5
2017-05-16,Netherlands,194.3
2017-05-16,Netherlands,46.1
2017-05-16,Netherlands,36
2017-05-16,Netherlands,40.6
2017-05-16,Netherlands,45.9
2017-05-16,Netherlands,129.5
2017-05-16,Netherlands,44.3
2017-05-16,Netherlands,40.4
2017-05-16,Netherlands,43
2017-05-16,Netherlands,47.3
2017-05-16,Netherlands,42.4
2017-05-16,Netherlands,44.2
2017-05-15,Singapore,95.8
2017-05-02,Singapore,51.6
2017-05-02,Singapore,3.4
2017-05-02,Singapore,49.9
2017-05-02,Singapore,3.2
2017-05-02,Singapore,2.2
2017-05-02,Singapore,3.0
2017-05-02,USA,46.5
2017-05-02,USA,44.0
2017-05-02,USA,40.0
2017-05-02,USA,42.6
2017-05-02,Denmark,42.8
2017-05-02,Denmark,39.7
2017-05-02,Denmark,40.0
2017-05-02,Denmark,38.4
2017-05-02,Netherlands,49.2
2017-05-02,Netherlands,48.0
2017-05-02,Netherlands,50.1
2017-05-02,Netherlands,45.6
2017-04-27,Macau,43
2017-04-26,Hong Kong,116.9
2017-04-26,Hong Kong,166.7
2017-04-25,Netherlands,209.6
2017-04-25,Netherlands,51.9
2017-04-25,Netherlands,51.1
2017-04-25,Netherlands,118.6
2017-04-25,Netherlands,41.5
2017-04-25,Netherlands,49.5
2017-04-25,Netherlands,41
2017-04-25,Netherlands,44.3
2017-04-25,Netherlands,46
2017-04-25,Netherlands,41.1
2017-04-25,Netherlands,43.7
2017-04-25,Netherlands,37.3
2017-04-25,USA,54.6
2017-04-25,USA,47.9
2017-04-11,Singapore,55.0
2017-04-11,Vietnam,13.7
2017-04-11,Singapore,93.3
2017-04-11,Vietnam,16.7
2017-04-11,Vietnam,15.7
2017-04-11,Vietnam,18.1
2017-04-11,Vietnam,14.7
2017-04-11,Vietnam,15.3
2017-04-11,Vietnam,16.2
2017-04-11,Netherlands,45.8
2017-04-11,Netherlands,49.3
2017-04-11,Netherlands,50
2017-04-11,Netherlands,46.2
2017-04-11,Netherlands,46.6
2017-04-07,England,37.8
2017-04-06,Netherlands,36.9
2017-04-06,Netherlands,42
2017-04-06,Netherlands,44.6
2017-04-04,Canada,51.3
2017-04-04,USA,56.3
2017-04-03,USA,50.1
2017-04-03,USA,47.6
2017-04-03,USA,50.5
2017-03-31,Hong Kong,147.1
2017-03-31,Hong Kong,145.5
2017-03-29,Macau,44.4
2017-03-29,USA,44.8
2017-03-29,USA,45.8
2017-03-28,Germany,53.3
2017-03-28,Germany,48.1
2017-03-28,Germany,49.3
2017-03-28,Germany,43.8
2017-03-28,Monaco,55.2
2017-03-28,Monaco,47.4
2017-03-28,Monaco,118.3
2017-03-28,Monaco,47.5
2017-03-28,Monaco,166.9
2017-03-28,Monaco,51.4
2017-03-28,Monaco,40.3
2017-03-28,Denmark,47.4
2017-03-26,Switzerland,23.4
2017-03-26,Switzerland,21.6
2017-03-09,Singapore,98.1
2017-03-08,Monaco,45.1
2017-03-08,Monaco,45.8
2017-03-08,Monaco,43.8
2017-03-08,Monaco,45.6
2017-03-08,Monaco,44.2
2017-03-04,England,37.4
2017-03-04,England,38.9
2017-03-03,United Arab Emirates,275.5
2017-03-01,Monaco,50.0
2017-03-01,Monaco,148.7
2017-03-01,Monaco,142.1
2017-03-01,Monaco,50.3
2017-03-01,Monaco,48.5
2017-03-01,Germany,46.9
2017-03-01,Germany,44.1
2017-03-01,Germany,41.5
2017-03-01,Monaco,11.2
2017-03-01,Monaco,48.1
2017-03-01,Germany,45.6
2017-02-28,USA,55.0
2017-02-28,USA,50.9
2017-02-28,USA,51.4
2017-02-27,Singapore,52.3
2017-02-27,Singapore,53.8
2017-02-26,England,7.4
2017-02-26,England,7.1
2017-02-26,England,48.8
2017-02-26,England,70.5
2017-02-15,Hong Kong,150.1
2017-02-15,Hong Kong,143.4
2017-02-14,USA,46.3
2017-02-14,USA,49.2
2017-02-11,Germany,35.6
2017-02-08,Belgium,45.1
2017-02-08,Monaco,40.9
2017-02-08,Monaco,39.9
2017-02-08,Monaco,52.3
2017-02-08,Monaco,46.5
2017-02-06,Italy,44.2
2017-02-06,Vietnam,141.9
2017-02-04,England,58.5
2017-02-04,England,54.7
2017-02-01,Singapore,111.4
2017-02-01,Monaco,44.5
2017-02-01,Monaco,42.4
2017-02-01,Germany,45.7
2017-02-01,Monaco,155.3
2017-02-01,Monaco,46.8
2017-02-01,Germany,47.9
2017-02-01,Monaco,54.9
2017-02-01,Germany,48.1
2017-02-01,Monaco,47.8
2017-02-01,Monaco,45.5
2017-02-01,Germany,37.9
2017-02-01,Monaco,154.2
2017-02-01,England,39.7
2017-02-01,England,44.1
2017-01-31,USA,44.3
2017-01-31,United Arab Emirates,336.3
2017-01-25,Canada,48.3
2017-01-25,Canada,46.6
2017-01-25,Canada,52.6
2017-01-25,Canada,44.0
2017-01-25,Canada,51.2
2017-01-25,Canada,44.2
2017-01-25,Hong Kong,158.4
2017-01-25,Hong Kong,282.1
2017-01-24,USA,45.2
2017-01-24,USA,43.0
2017-01-17,Singapore,100.7
2017-01-17,Singapore,179.7
2017-01-16,Vietnam,47.4
2018-12-28,Vietnam,107.9
2018-12-28,Vietnam,49.0
2018-12-28,Vietnam,47.5
2018-12-28,Vietnam,45.7
2018-12-28,Vietnam,41.9
2018-12-28,Vietnam,37.6
2018-12-27,Netherlands,44.8
2018-12-27,Netherlands,38.5
2018-12-27,Mexico,60.7
2018-12-27,Mexico,111.5
2018-12-27,Mexico,87.8
2018-12-27,Mexico,100.1
2018-12-27,Mexico,97.5
2018-12-27,England,50.8
2018-12-27,England,51.3
2018-12-21,Hong Kong,133.0
2018-12-18,Taiwan,51.3
2018-12-18,Taiwan,54.5
2018-12-18,Taiwan,45.8
2018-12-17,United Arab Emirates,328.9
2018-12-17,United Arab Emirates,339.0
2018-12-17,Macau,75.2
2018-12-14,Macau,90.2
2018-12-12,Macau,47.6
2018-12-12,Macau,38.1
2018-12-12,Macau,35.6
2018-12-12,Macau,41.9
2018-12-11,Singapore,109.0
2018-11-29,Taiwan,288.3
2018-11-27,Netherlands,48.6
2018-11-27,Netherlands,52.5
2018-11-27,Netherlands,49.0
2018-11-27,Netherlands,42.8
2018-11-27,Switzerland,46.5
2018-11-27,Netherlands,43.5
2018-11-27,Netherlands,41.2
2018-11-27,Netherlands,39.6
2018-11-27,Netherlands,41.1
2018-11-27,Netherlands,37.2
2018-11-27,Switzerland,43.6
2018-11-24,Taiwan,62.2
2018-11-21,Singapore,40.1
2018-11-21,Singapore,3.4
2018-11-21,Singapore,4.4
2018-11-20,Mexico,56.2
2018-11-20,USA,44.2
2018-11-20,USA,45.0
2018-11-20,Mexico,52.0
2018-11-20,Canada,55.9
2018-11-20,Mexico,50.2
2018-11-20,Mexico,54.4
2018-11-20,Mexico,54.5
2018-11-20,Canada,51.1
2018-11-20,Mexico,51.0
2018-11-20,Mexico,48.4
2018-11-20,Thailand,32.4
2018-11-20,Thailand,37.6
2018-11-18,England,7.6
2018-11-18,England,8.1
2018-11-18,England,51.2
2018-11-18,England,7.0
2018-11-18,England,7.7
2018-11-18,England,46.4
2018-11-18,England,49.5
2018-11-16,Hong Kong,161.1
2018-11-16,Hong Kong,158.8
2018-11-13,Singapore,9.1
2018-11-13,Singapore,107.5
2018-11-13,Switzerland,38.3
2018-11-13,Netherlands,48.5
2018-11-13,Netherlands,47.9
2018-11-13,USA,47.8
2018-11-13,Thailand,44.3
2018-11-13,USA,85.7
2018-11-13,Thailand,45.5
2018-11-13,Netherlands,43.2
2018-11-13,Netherlands,39.0
2018-11-13,Netherlands,36.2
2018-11-13,Netherlands,34.2
2018-11-13,USA,50.0
2018-11-12,USA,48.8
2018-11-12,USA,42.5
2018-11-11,Germany,52.9
2018-11-11,Germany,22.3
2018-11-07,Macau,49.2
2018-11-07,Macau,43.0
2018-11-07,Macau,49.2
